,hospital_250,train_station_250,bus_station_250,park_250,place_of_worship_250,liquor_store_250,hospital_500,train_station_500,bus_station_500,park_500,place_of_worship_500,liquor_store_500,hospital_750,train_station_750,bus_station_750,park_750,place_of_worship_750,liquor_store_750,lng,lat
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286348801205819,51.3535083280576
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214310653538817,51.3535083280576
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702343582048146,51.3535083280576
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142272505871816,51.3535083280576
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129491469614079,51.3490092272819
209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,-0.115085254640543,51.3490092272819
210,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,2,1,0,-0.0574398809699589,51.3580074288334
211,0,1,2,1,5,0,0,1,0,0,0,1,0,0,0,2,4,1,-0.100679039667008,51.3490092272819
212,0,0,0,0,0,0,0,0,1,1,4,0,0,1,1,3,2,0,-0.107882147153775,51.3490092272819
213,0,1,0,0,0,0,0,1,1,1,4,1,0,0,1,2,5,1,-0.0934759321802397,51.3490092272819
214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.079069717206704,51.3490092272819
215,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0718666097199361,51.3490092272819
216,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,-0.0646635022331682,51.3490092272819
217,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,-0.0574603947464003,51.3490092272819
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502572872596325,51.3490092272819
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430541797728646,51.3490092272819
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358510722860967,51.3490092272819
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286479647993288,51.3490092272819
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00703864233902523,51.3490092272819
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021444857312561,51.3490092272819
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142417498257931,51.3490092272819
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136697051939145,51.3445101265061
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129494651549034,51.3445101265061
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.122292251158923,51.3445101265061
228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.115089850768812,51.3445101265061
229,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3,0,-0.1078874503787,51.3445101265061
230,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,5,0,-0.100685049988589,51.3445101265061
231,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,1,5,0,-0.0934826495984779,51.3445101265061
232,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,-0.0862802492083667,51.3445101265061
233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0790778488182555,51.3445101265061
234,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,-0.0718754484281443,51.3445101265061
235,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.064673048038033,51.3445101265061
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502682472578106,51.3445101265061
237,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-0.0574706476479218,51.3445101265061
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430658468676994,51.3445101265061
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358634464775882,51.3445101265061
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286610460874769,51.3445101265061
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214586456973657,51.3445101265061
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142562453072545,51.3445101265061
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148555472967942,51.3445101265061
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00705384491714328,51.3445101265061
245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,-0.0862728246934719,51.3490092272819
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143901219612866,51.3400110257304
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151102913089533,51.3400110257304
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136699526136198,51.3400110257304
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129497832659531,51.3400110257304
250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.122296139182863,51.3400110257304
251,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.107892752229528,51.3400110257304
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-0.100691058752861,51.3400110257304
253,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-0.0934893652761933,51.3400110257304
254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0790859783228583,51.3400110257304
255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,-0.0862876717995258,51.3400110257304
256,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-0.0718842848461908,51.3400110257304
257,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-0.0646825913695233,51.3400110257304
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0574808978928558,51.3400110257304
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502792044161884,51.3400110257304
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358758174628534,51.3400110257304
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430775109395209,51.3400110257304
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143899452329256,51.3445101265061
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286741239861859,51.3400110257304
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214724305095184,51.3400110257304
265,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.115094445706196,51.3400110257304
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142707370328509,51.3400110257304
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070690435561834,51.3400110257304
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136701999692225,51.3355119249546
269,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.129501012945851,51.3355119249546
270,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.122300026199477,51.3355119249546
271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115099039453103,51.3355119249546
272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.100697065960355,51.3355119249546
273,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.107898052706729,51.3355119249546
274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.0934960792139812,51.3355119249546
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0790941057212331,51.3355119249546
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862950924676072,51.3355119249546
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0718931189748591,51.3355119249546
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0646921322284851,51.3355119249546
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050290158735737,51.3355119249546
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574911454821111,51.3355119249546
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043089171989363,51.3355119249546
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214862117502409,51.3355119249546
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035888185242989,51.3355119249546
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028687198496615,51.3355119249546
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142852250038669,51.3355119249546
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00708423825749288,51.3355119249546
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151105033005782,51.3310128241788
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143904752806614,51.3310128241788
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136704472607446,51.3310128241788
290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.129504192408278,51.3310128241788
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132649920484089,51.3400110257304
292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122303912209109,51.3310128241788
293,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.115103632009941,51.3310128241788
294,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.100703071611605,51.3310128241788
295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.107903351810773,51.3310128241788
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863025112132683,51.3310128241788
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791022310141001,51.3310128241788
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719019508149319,51.3310128241788
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647016706157637,51.3310128241788
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143902986438599,51.3355119249546
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575013904165955,51.3310128241788
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503011102174273,51.3310128241788
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142997092215863,51.3310128241788
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214999894207545,51.3310128241788
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100851176750069,51.3310128241788
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00709942902241813,51.3310128241788
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151106092552053,51.3265137234031
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143906518717066,51.3265137234031
309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.136706944882079,51.3265137234031
310,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.129507371047091,51.3265137234031
311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.122307797212104,51.3265137234031
312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0935027914124365,51.3310128241788
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115108223377116,51.3265137234031
314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.107908649542129,51.3265137234031
315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0935095018721541,51.3265137234031
316,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.100709075707142,51.3265137234031
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863099280371667,51.3265137234031
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719107803671919,51.3265137234031
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575116326972171,51.3265137234031
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647112065322045,51.3265137234031
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791103542021793,51.3265137234031
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503120588622296,51.3265137234031
323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.15830601947765,51.3220146226273
324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.143908284170112,51.3220146226273
325,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.136709416516343,51.3220146226273
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122311681208804,51.3220146226273
327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.129510548862574,51.3220146226273
328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.107913945901266,51.3220146226273
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115112813555035,51.3220146226273
330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.100715078247497,51.3220146226273
331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.151107151823881,51.3220146226273
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791184752861899,51.3220146226273
333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0935162105937281,51.3220146226273
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719196076324208,51.3220146226273
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575218723248826,51.3220146226273
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.086317342939959,51.3220146226273
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647207399786517,51.3220146226273
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503230046711136,51.3220146226273
339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.158306372476809,51.3175155218516
340,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.143910049165908,51.3175155218516
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122315564199556,51.3175155218516
342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.151108210821358,51.3175155218516
343,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.129513725855006,51.3175155218516
344,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.136711887510457,51.3175155218516
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115117402544105,51.3175155218516
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107919240888654,51.3175155218516
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935229175777528,51.3175155218516
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116748488881151,51.3355119249546
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791265942668514,51.3175155218516
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719284326114007,51.3175155218516
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06473027095595,51.3175155218516
352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.15830672538455,51.3130164210758
353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.15110926954458,51.3130164210758
354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.14391181370461,51.3130164210758
355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13671435786464,51.3130164210758
356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.129516902024671,51.3130164210758
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122319446184701,51.3130164210758
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115121990344731,51.3130164210758
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100727078664792,51.3130164210758
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107924534504762,51.3130164210758
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935296228248221,51.3130164210758
362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0863321669848524,51.3130164210758
363,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.0791347111448826,51.3130164210758
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158307078200903,51.3085173203
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151110327993639,51.3085173203
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143913577786375,51.3085173203
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129520077371848,51.3085173203
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136716827579112,51.3085173203
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115126576957321,51.3085173203
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122323327164584,51.3085173203
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107929826750057,51.3085173203
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100733076542793,51.3085173203
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935363263355295,51.3085173203
374,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0791428259210022,51.3085173203
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100721079233204,51.3175155218516
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863247559223021,51.3175155218516
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158307430925899,51.3040182195243
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143915341411359,51.3040182195243
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129523251896819,51.3040182195243
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136719296654089,51.3040182195243
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122327207139549,51.3040182195243
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115131162382279,51.3040182195243
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107935117625009,51.3040182195243
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935430281104683,51.3040182195243
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100739072867738,51.3040182195243
386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0863469833531982,51.3040182195243
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143917104579718,51.2995191187485
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151112444069645,51.2995191187485
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136721765089791,51.2995191187485
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158307783559571,51.2995191187485
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151111386168629,51.3040182195243
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129526425599865,51.2995191187485
393,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.0863395761282659,51.3085173203
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122331086109938,51.2995191187485
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107940407130085,51.2995191187485
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100745067640158,51.2995191187485
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935497281502316,51.2995191187485
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115135746620011,51.2995191187485
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136724232886437,51.2950200179728
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129529598481266,51.2950200179728
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122334964076095,51.2950200179728
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115140329670924,51.2950200179728
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107945695265754,51.2950200179728
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100751060860583,51.2950200179728
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129532770541303,51.290520917197
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122338841038363,51.290520917197
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115144911535423,51.290520917197
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107950982032483,51.290520917197
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122342716997085,51.2860218164212
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115149492213912,51.2860218164212
